ID,SYMBOL,NAME,LAST_TRADE_QUANTITY,TRADE_DATE,PRICE,SHAREVOLUME,TRADEVOLUME,TURNOVER,HI_TRADE,LO_TRADE,CHANGE,CHANGE_PERCENTAGE,ISSUE_DATE,CLOSING_PRICE,PREVIOUS_CLOSE,MARKET_CAP,OPEN
193,BALA.N0000,BALANGODA PLANTATIONS PLC,3900,2016-10-10,14,6200,5,86900.0,14.1,14.0,-0.1,-0.709219858156028368794,03/JUN/1998,14.0,14.1,330909082,14.1
128,BBH.N0000,BROWNS BEACH HOTELS PLC,300,2016-10-10,25,9760,22,243901.8,25.0,24.5,0.8,3.3057851239669421487603,22/FEB/1993,25.0,24.2,3240000000,25.0
2188,BERU.N0000,BERUWALA RESORTS PLC,3,2016-10-10,1.3,121307,18,157699.1,1.3,1.3,0,0,04/JUL/2012,1.3,1.3,780000000,1.3
188,BFL.N0000,BAIRAHA FARMS PLC,250,2016-10-10,190,410,5,77905.0,190.1,190.0,-1.1,-0.575614861329147043432,05/DEC/1994,190.0,191.1,3040000000,190.1
3495,BFN.N0000,ORIENT FINANCE PLC,500,2016-10-10,16,1520,5,24578.4,16.5,16.0,0,0,30/JUN/2011,16.0,16.0,2368293920,16.4
1851,BIL.N0000,BROWNS INVESTMENTS PLC,1200,2016-10-10,1.4,57709,4,80792.6,1.4,1.4,0,0,26/JUL/2011,1.4,1.4,5208000000,1.4
135,BLUE.N0000,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,15000,2016-10-10,2.1,140621,10,295304.2,2.2,2.1,0,0,31/MAR/1992,2.1,2.1,433863742.2,2.1
301,BLUE.X0000,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,5000,2016-10-10,0.6,210904,15,126542.5,0.7,0.6,0,0,31/MAR/1992,0.6,0.6,116780173.8,0.6
189,BOGA.N0000,BOGALA GRAPHITE LANKA PLC,100,2016-10-10,16.2,155811,106,2552824.9,16.7,16.1,0.2,1.25,08/MAY/1992,16.2,16.0,1533053044.8,16.2
3080,BRR.N0000,BANSEI ROYAL RESORTS HIKKADUWA PLC,1,2016-10-10,10,11,2,110.9,10.9,10.0,0,0,27/MAR/2014,10.0,10.0,537280000,10.0
25,BRWN.N0000,BROWN & COMPANY PLC,2,2016-10-10,91.7,1897,6,173991.4,93.0,91.6,-1.3,-1.397849462365591397849,01/JAN/1970,91.7,93.0,6499237500,93.0
165,BUKI.N0000,BUKIT DARAH PLC,5,2016-10-10,264.9,6,2,1579.5,269.0,262.1,0,0,01/JAN/1970,264.9,264.9,27019800000,269.0
1965,CALF.N0000,COLOMBO TRUST FINANCE PLC,1900,2016-10-10,11.5,2900,3,33350.0,11.5,11.5,0.2,1.7699115044247787610619,04/OCT/2011,11.5,11.3,534971294.5,11.5
258,CARE.N0000,PRINTCARE  PLC,101,2016-10-10,38.3,101,1,3868.3,38.3,38.3,-1.7,-4.25,02/MAY/1995,38.3,40.0,3292523461,38.3
551,CARG.N0000,CARGILLS (CEYLON) PLC,130,2016-10-10,184,19373,20,3566623.5,185.0,183.9,0.5,0.2724795640326975476839,01/JAN/1946,184.0,183.5,41216000000,183.9
426,CCS.N0000,CEYLON COLD STORES PLC,1,2016-10-10,641.7,126,6,80857.6,645.0,630.4,10.2,1.6152019002375296912114,01/JAN/1970,641.7,631.5,60987168000,645.0
1630,CDB.N0000,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,280,2016-10-10,79,680,5,53770.0,79.2,79.0,-1,-1.25,06/OCT/2010,79.0,80.0,3657638617,79.2
259,CERA.N0000,LANKA CERAMIC PLC,100,2016-10-10,125,300,3,37500.0,125.0,125.0,0,0,07/APR/1993,125.0,125.0,3750000000,125.0
447,CFIN.N0000,CENTRAL FINANCE COMPANY PLC,418,2016-10-10,113.3,799,5,90430.7,114.9,113.0,0.3,0.2654867256637168141592,01/JAN/1969,113.3,113.0,24558782010.4,113.0
1795,CFL.N0000,CHILAW FINANCE PLC,206,2016-10-10,20.1,10200,4,205040.0,20.2,20.1,-2.7,-11.84210526315789473684,26/MAY/2011,20.1,22.8,681416873.7,20.2
525,CFLB.N0000,THE COLOMBO FORT LAND & BUILDING PLC,590,2016-10-10,21.1,11000,7,232110.0,21.2,21.1,-0.1,-0.471698113207547169811,01/JAN/1970,21.1,21.2,3798000000,21.2
235,CFT.N0000,CEYLON & FOREIGN TRADES PLC,900,2016-10-10,6.3,11100,5,69950.0,6.5,6.3,-0.1,-1.5625,01/JAN/1979,6.3,6.4,883234800,6.5
528,CFVF.N0000,FIRST CAPITAL HOLDINGS PLC,21100,2016-10-10,32.6,56243,59,1842433.4,33.8,32.5,-0.9,-2.686567164179104477611,22/AUG/1994,32.6,33.5,3300750000,33.7
264,CHL.N0000,CEYLON HOSPITALS PLC (DURDANS),90,2016-10-10,100,1625,7,162500.0,100.0,100.0,0,0,14/NOV/2003,100.0,100.0,2552727200,100.0
453,CHL.X0000,CEYLON HOSPITALS PLC (DURDANS),30,2016-10-10,80,1186,2,94910.0,81.0,80.0,0,0,14/NOV/2003,80.0,80.0,667636320,80.0
311,CHOU.N0000,CITY HOUSING & REAL ESTATE CO. PLC,5178,2016-10-10,9.5,6178,2,58691.0,9.5,9.5,0,0,29/APR/1988,9.5,9.5,127108575,9.5
162,CIC.N0000,CIC HOLDINGS PLC,2,2016-10-10,103,2,1,206.0,103.0,103.0,0,0,11/OCT/1964,103.0,103.0,7508700000,103.0
328,CIC.X0000,CIC HOLDINGS PLC,5000,2016-10-10,79.1,46500,10,3680000.0,80.0,79.0,-0.9,-1.125,11/OCT/1964,79.1,80.0,1729917000,80.0
1855,CIFL.N0000,CENTRAL INVESTMENTS & FINANCE PLC,300,2016-10-10,1.7,100982,66,171543.0,1.8,1.6,0,0,18/AUG/2011,1.7,1.7,141825446.1,1.7
224,CIND.N0000,CENTRAL INDUSTRIES PLC,500,2016-10-10,54.2,500,1,27100.0,54.2,54.2,-0.3,-0.550458715596330275229,14/AUG/1990,54.2,54.5,1071448797.6,54.2
981,CINS.X0000,CEYLINCO INSURANCE PLC,499,2016-10-10,750,499,1,374250.0,750.0,750.0,0,0,21/APR/1988,750.0,750.0,4810860000,750.0
133,CINV.N0000,CEYLON INVESTMENT PLC,2500,2016-10-10,54.9,16200,8,888644.7,56.4,54.5,0.8,1.4787430683918669131238,01/JAN/1949,54.9,54.1,5459863139.1,56.3
2229,CITH.N0000,HIKKADUWA BEACH RESORT PLC,5,2016-10-10,15.5,15,2,230.0,15.5,15.0,0,0,17/DEC/2012,15.5,15.5,892395403.5,15.5
1970,CITK.N0000,KALPITIYA BEACH RESORT PLC,3500,2016-10-10,4.6,134157,34,621647.9,4.7,4.6,-0.1,-2.127659574468085106382,03/JAN/2012,4.6,4.7,741520046,4.7
1971,CITW.N0000,WASKADUWA BEACH RESORT PLC,40,2016-10-10,5.6,15601,14,87910.7,5.7,5.6,-0.2,-3.448275862068965517241,03/JAN/2012,5.6,5.8,1129782724,5.7
378,CLND.N0000,COLOMBO LAND & DEVELOPMENT COMPANY PLC,1000,2016-10-10,29.4,5182,9,152483.7,30.0,29.0,-0.6,-2,19/MAR/1986,29.4,30.0,5876501635.2,29.4
35,CLPL.N0000,CEYLON LEATHER PRODUCTS PLC,1000,2016-10-10,70,3295,5,219564.0,70.0,65.1,0,0,08/SEP/2003,70.0,70.0,2396384830,65.2
507,COCO.N0000,RENUKA FOODS PLC,100,2016-10-10,21.1,2451,9,51794.1,22.0,21.0,-1.2,-5.381165919282511210762,06/JUN/1994,21.1,22.3,2488958236.6,21.3
1798,COCR.N0000,COMMERCIAL CREDIT AND FINANCE PLC,20,2016-10-10,65.6,89963,200,5909973.5,68.2,65.0,-2.4,-3.529411764705882352941,01/JUN/2011,65.6,68.0,20865678344,67.2
3448,COF.U0000,CANDOR OPPORTUNITIES FUND,4256,2016-10-10,9.3,7566,2,70363.8,9.3,9.3,0.2,2.1978021978021978021978,01/DEC/2015,9.3,9.1,469611870,9.3
308,COLO.N0000,C M HOLDINGS PLC,1,2016-10-10,93,11,4,1043.4,94.9,94.8,0,0,01/JAN/1970,93.0,93.0,1413600000,94.8
208,COMB.N0000,COMMERCIAL BANK OF CEYLON PLC,500,2016-10-10,148.5,23980,37,3557603.0,149.0,147.8,0,0,01/JAN/1970,148.5,148.5,123685820478,148.0
396,COMB.X0000,COMMERCIAL BANK OF CEYLON PLC,10,2016-10-10,119.5,12398,24,1483046.0,120.0,119.1,0,0,01/JAN/1970,119.5,119.5,6836912033.5,119.5
214,CONN.N0000,AMAYA LEISURE  PLC,63,2016-10-10,67.1,118,3,7921.4,68.0,67.1,-1.9,-2.753623188405797101449,11/MAR/1996,67.1,69.0,3480945089.6,68.0
241,CPRT.N0000,CEYLON PRINTERS PLC,20,2016-10-10,74.9,20,1,1414.0,70.7,70.7,0,0,01/JAN/1974,74.9,74.9,44952733,70.7
505,CSD.N0000,SEYLAN DEVELOPMENTS PLC,500,2016-10-10,15.5,830440,256,1.2712735E7,15.8,14.5,1.2,8.3916083916083916083916,08/FEB/1995,15.5,14.3,2293455330,14.5
377,CSEC.N0000,DUNAMIS CAPITAL PLC,8862,2016-10-10,27.9,21600,15,601796.2,27.9,27.1,0.4,1.4545454545454545454545,21/APR/1986,27.9,27.5,3431617695,27.3
218,CSF.N0000,NATION LANKA FINANCE PLC,113,2016-10-10,1.9,680296,56,1277382.4,1.9,1.8,0.1,5.5555555555555555555555,13/JUN/1994,1.9,1.8,1431630587.7,1.8
381,CTC.N0000,CEYLON TOBACCO COMPANY PLC,2,2016-10-10,865,53352,18,4.6147368E7,865.0,858.0,-5,-0.574712643678160919540,01/JAN/1955,865.0,870.0,162035044615,860.1
520,CTLD.N0000,C T LAND DEVELOPMENT PLC,2,2016-10-10,55.8,2,1,111.0,55.5,55.5,0,0,22/MAR/1988,55.8,55.8,2720250000,55.5
335,CWM.N0000,C. W. MACKIE PLC,15,2016-10-10,54,15,1,798.0,53.2,53.2,0,0,09/JAN/1995,54.0,54.0,1943382024,53.2
239,DFCC.N0000,DFCC BANK PLC,25,2016-10-10,128.9,1625,6,209525.0,129.0,128.9,-0.1,-0.077519379844961240310,01/JAN/1956,128.9,129.0,34171091983.2,129.0
471,DIAL.N0000,DIALOG AXIATA PLC,19,2016-10-10,11.6,10279,23,119786.4,11.8,11.6,0,0,28/JUL/2005,11.6,11.6,94467829498,11.7
267,DOCK.N0000,COLOMBO DOCKYARD PLC,10,2016-10-10,87.2,525,9,45753.9,88.5,87.1,0.2,0.2298850574712643678160,01/JAN/1983,87.2,87.0,6266098172.8,87.2
123,DPL.N0000,DANKOTUWA PORCELAIN PLC,100,2016-10-10,7.8,29000,9,226740.0,7.9,7.8,-0.1,-1.265822784810126582278,21/FEB/1995,7.8,7.9,1267912776,7.9
403,EAST.N0000,EAST WEST PROPERTIES PLC,111,2016-10-10,14.8,212,3,3138.2,15.4,14.8,-0.4,-2.631578947368421052631,01/JAN/1983,14.8,15.2,2045952000,15.4
26,EBCR.N0000,E B CREASY & COMPANY PLC,10,2016-10-10,1300,20,2,24010.0,1200.9,1200.1,0,0,01/JAN/1968,1300.0,1300.0,3296095400,1200.9
460,ECL.N0000,E-CHANNELLING PLC,3331,2016-10-10,8.4,254697,144,2201540.5,9.0,8.3,0.4,5,21/MAY/2002,8.4,8.0,1025903886,8.3
348,EDEN.N0000,EDEN HOTEL LANKA PLC,590,2016-10-10,15.9,1000,3,15891.0,16.1,15.8,-0.4,-2.453987730061349693251,13/DEC/1993,15.9,16.3,1679040000,16.1
115,ELPL.N0000,ELPITIYA PLANTATIONS PLC,500,2016-10-10,20.2,500,1,10100.0,20.2,20.2,-0.4,-1.941747572815533980582,08/DEC/2000,20.2,20.6,1471901845.6,20.2
405,EMER.N0000,EASTERN MERCHANTS PLC,100,2016-10-10,7.2,11849,16,85681.4,7.4,7.2,0,0,01/JAN/1982,7.2,7.2,845611200,7.4
1803,EXPO.N0000,EXPOLANKA HOLDINGS PLC,7,2016-10-10,6.7,88107,9,590316.9,6.7,6.7,0.1,1.5151515151515151515151,13/JUN/2011,6.7,6.6,13097930500,6.7
1791,FLCH.N0000,BROWNS CAPITAL PLC,100,2016-10-10,1.2,17139,5,20576.8,1.3,1.2,-0.1,-7.692307692307692307692,18/APR/2011,1.2,1.3,1641600000,1.2
466,GEST.N0000,GESTETNER OF CEYLON PLC,1,2016-10-10,105,1,1,104.2,104.2,104.2,0,0,01/JAN/1965,105.0,105.0,279070260,104.2
116,GHLL.N0000,GALADARI HOTELS (LANKA) PLC,9,2016-10-10,12.5,307614,196,3903508.2,12.9,12.4,0,0,01/JAN/1970,12.5,12.5,6260369550,12.6
486,GLAS.N0000,PIRAMAL GLASS CEYLON  PLC,5000,2016-10-10,5.6,18000,5,100800.0,5.6,5.6,0,0,05/SEP/1994,5.6,5.6,5320482048,5.6
74,GRAN.N0000,CEYLON GRAIN ELEVATORS PLC,91,2016-10-10,95.6,13234,31,1266454.3,97.0,95.6,-0.7,-0.726895119418483904465,01/JAN/1984,95.6,96.3,5736000000,97.0
121,GREG.N0000,LANKA CENTURY INVESTMENTS PLC,2000,2016-10-10,13.4,88700,8,1205420.0,13.6,13.4,-0.1,-0.740740740740740740740,01/JAN/1970,13.4,13.5,4681519394.6,13.6
2208,GSF.N0000,SUMMIT FINANCE PLC,1800,2016-10-10,32,11489,16,365156.5,32.8,31.5,-0.8,-2.439024390243902439024,12/SEP/2012,32.0,32.8,720000000,32.8
167,HARI.N0000,HARISCHANDRA MILLS PLC,50,2016-10-10,2700.7,50,1,135000.0,2700.0,2700.0,0,0,01/JAN/1983,2700.7,2700.7,2592131860,2700.0
5,HASU.N0000,HNB ASSURANCE PLC,1000,2016-10-10,60,6500,13,390170.0,60.1,60.0,0,0,28/NOV/2003,60.0,60.0,3000000000,60.1
31,HAYC.N0000,HAYCARB PLC,20,2016-10-10,162.5,20,1,3220.0,161.0,161.0,0,0,01/JAN/1975,162.5,162.5,4828260937.5,161.0
175,HAYL.N0000,HAYLEYS PLC,50,2016-10-10,285,5843,18,1665210.5,288.5,280.0,0,0,01/JAN/1953,285.0,285.0,21375000000,285.0
355,HDFC.N0000,HOUSING DEVELOPMENT FINANCE CORPORATION ,1000,2016-10-10,55,1001,2,55055.8,55.8,55.0,-0.9,-1.610017889087656529516,12/NOV/2003,55.0,55.9,3559078600,55.8
524,HEXP.N0000,HAYLEYS FIBRE PLC,1,2016-10-10,97.7,3151,7,307633.1,99.5,97.6,-2.3,-2.3,17/MAR/1992,97.7,100.0,781600000,97.6
325,HHL.N0000,HEMAS HOLDINGS PLC,300,2016-10-10,107,300,1,32100.0,107.0,107.0,0,0,15/OCT/2003,107.0,107.0,61262329231,107.0
172,HNB.N0000,HATTON NATIONAL BANK PLC,37,2016-10-10,229.1,10827,7,2468424.5,230.0,227.0,0.7,0.3064798598949211908931,01/JAN/1971,229.1,228.4,75687121167.1,227.0
340,HNB.X0000,HATTON NATIONAL BANK PLC,2599,2016-10-10,195,23975,17,4673156.5,195.0,194.4,1.2,0.6191950464396284829721,01/JAN/1971,195.0,193.8,16180624590,194.4
103,HOPL.N0000,HORANA PLANTATIONS PLC,3,2016-10-10,19.5,4,2,82.0,20.5,20.5,0,0,12/FEB/1996,19.5,19.5,487500000,20.5
1665,HPFL.N0000,BROWNS HYDRO POWER PLC,2000,2016-10-10,6.8,2000,1,13600.0,6.8,6.8,0,0,25/NOV/2010,6.8,6.8,741799161.6,6.8
183,HSIG.N0000,HOTEL SIGIRIYA PLC,45,2016-10-10,102,45,1,4590.0,102.0,102.0,0,0,01/JAN/1981,102.0,102.0,597618000,102.0
276,HUNA.N0000,HUNAS FALLS HOTELS PLC,50,2016-10-10,56,8543,14,471658.0,56.0,55.0,-6,-9.677419354838709677419,18/OCT/1993,56.0,62.0,315000000,55.7
1786,HVA.N0000,HVA FOODS PLC,7000,2016-10-10,7.1,99724,56,707623.3,7.3,7.0,0,0,15/FEB/2011,7.1,7.1,471643486,7.0
485,IDL.N0000,SERENDIB ENGINEERING GROUP PLC,125,2016-10-10,7.4,8815,16,66592.3,8.0,7.3,0,0,23/AUG/2002,7.4,7.4,239636050,7.6
535,INDO.N0000,INDO MALAY  PLC,3,2016-10-10,1429.6,25,4,35000.1,1400.1,1400.0,0,0,01/JAN/1970,1429.6,1429.6,10004912640,1400.1
941,JINS.N0000,JANASHAKTHI INSURANCE COMPANY PLC,20,2016-10-10,18.3,18809,18,345905.7,18.5,18.3,-0.2,-1.081081081081081081081,21/JUL/2008,18.3,18.5,9964353623.4,18.5
297,JKH.N0000,JOHN KEELLS HOLDINGS PLC,3000,2016-10-10,157.5,303787,160,4.789436E7,158.0,157.5,0,0,23/OCT/1986,157.5,157.5,214129898797.5,157.5
284,JKL.N0000,JOHN KEELLS PLC,20,2016-10-10,63.1,95,3,5994.5,63.1,63.1,0,0,01/JAN/1974,63.1,63.1,3836480000,63.1
156,KAPI.N0000,MTD WALKERS PLC,10,2016-10-10,46.8,949,9,44530.6,47.0,46.7,-0.2,-0.425531914893617021276,01/JAN/1983,46.8,47.0,7845906182.4,47.0
279,KCAB.N0000,KELANI CABLES PLC,34,2016-10-10,143,34,1,4862.0,143.0,143.0,0,0,01/JAN/1974,143.0,143.0,3117400000,143.0
7,KDL.N0000,KELSEY DEVELOPMENTS PLC,1,2016-10-10,47.6,2,2,99.0,51.5,47.5,0,0,01/JAN/1984,47.6,47.6,829633442.4,51.5
227,KFP.N0000,KEELLS FOOD PRODUCTS PLC,310,2016-10-10,163.4,5210,10,850880.0,164.0,162.0,-0.4,-0.244200244200244200244,01/JAN/1983,163.4,163.8,4166700000,162.0
372,KGAL.N0000,KEGALLE PLANTATIONS PLC,223,2016-10-10,55,1923,4,105985.0,55.2,55.0,0.1,0.1821493624772313296903,08/JAN/1996,55.0,54.9,1375000000,55.2
329,KHC.N0000,KANDY HOTELS COMPANY (1938) PLC,101,2016-10-10,7.9,101,1,797.9,7.9,7.9,0.3,3.9473684210526315789473,01/JAN/1970,7.9,7.6,4562250000,7.9
104,KHL.N0000,JOHN KEELLS HOTELS PLC,395,2016-10-10,12.5,39865,9,498312.5,12.5,12.5,0,0,17/SEP/2004,12.5,12.5,18201834750,12.5
147,KOTA.N0000,KOTAGALA PLANTATIONS PLC,1000,2016-10-10,10.7,10275,17,111127.5,11.0,10.5,-0.3,-2.727272727272727272727,12/DEC/1995,10.7,11.0,428000000,11.0
316,KVAL.N0000,KELANI VALLEY PLANTATIONS PLC,1,2016-10-10,63,1,1,65.5,65.5,65.5,0,0,18/JAN/1996,63.0,63.0,2142000000,65.5
461,KZOO.N0000,KALAMAZOO SYSTEMS PLC,3,2016-10-10,975,137,10,133574.0,975.0,974.9,12.3,1.2776565908382673730133,01/JAN/1958,975.0,962.7,48750000,975.0
159,LCEM.N0000,LANKA CEMENT PLC,94,2016-10-10,7.3,202,4,1483.9,7.4,7.2,0.2,2.8169014084507042253521,01/JAN/1982,7.3,7.1,1266628460.4,7.4
546,LDEV.N0000,LANKEM DEVELOPMENTS PLC,12808,2016-10-10,4.8,6335258,373,2.83368915E7,5.2,4.3,0.5,11.627906976744186046511,01/JAN/1975,4.8,4.3,288000000,4.3
322,LFIN.N0000,L B FINANCE PLC,750,2016-10-10,127,5341,10,678309.0,127.4,127.0,0,0,30/DEC/1997,127.0,127.0,17591314068,127.0
1724,LGL.N0000,LAUGFS GAS PLC,50,2016-10-10,35.8,245,3,8773.9,35.9,35.1,0.7,1.9943019943019943019943,08/DEC/2010,35.8,35.1,11993003078.8,35.1
1744,LGL.X0000,LAUGFS GAS PLC,50,2016-10-10,35,625,6,21872.5,35.2,34.5,0.1,0.2865329512893982808022,08/DEC/2010,35.0,34.9,1820000000,35.0
40,LHCL.N0000,THE LANKA HOSPITAL CORPORATION PLC,10,2016-10-10,73,3014,5,220025.6,73.9,73.0,0,0,10/JAN/2003,73.0,73.0,16332448337,73.9
553,LIOC.N0000,LANKA IOC PLC,2,2016-10-10,36,29508,24,1062037.5,36.5,35.9,0,0,22/DEC/2004,36.0,36.0,19168765380,35.9
415,LION.N0000,LION BREWERY CEYLON PLC,1,2016-10-10,405.1,39,3,15483.0,415.0,396.0,0,0,22/JAN/1997,405.1,405.1,32408000000,398.0
382,LITE.N0000,LAXAPANA BATTERIES PLC,2000,2016-10-10,12.8,2000,1,25600.0,12.8,12.8,0.1,0.7874015748031496062992,01/JAN/1982,12.8,12.7,499200000,12.8
3152,LLMP.N0000,LUCKY LANKA MILK PROCESSING COMPANY PLC,1800,2016-10-10,3.1,8000,4,24800.0,3.1,3.1,0,0,30/JUL/2014,3.1,3.1,545688071,3.1
3153,LLMP.X0000,LUCKY LANKA MILK PROCESSING COMPANY PLC,500,2016-10-10,1.7,48200,11,81880.0,1.7,1.6,0.1,6.25,30/JUL/2014,1.7,1.6,40800000,1.6
131,LLUB.N0000,CHEVRON LUBRICANTS LANKA PLC,1,2016-10-10,169.8,5999,26,1019483.1,170.0,169.5,-0.2,-0.117647058823529411764,14/OCT/1996,169.8,170.0,40752000000,170.0
518,LMF.N0000,LANKA MILK FOODS (CWE) PLC,100,2016-10-10,113.3,300,3,33980.0,113.3,113.2,-3.2,-2.746781115879828326180,01/JAN/1983,113.3,116.5,4531773400,113.2
1847,LOFC.N0000,LOLC FINANCE PLC,100,2016-10-10,3,1200,3,3500.0,3.0,2.9,0,0,07/JUL/2011,3.0,3.0,8400000000,2.9
410,LOLC.N0000,LANKA ORIX LEASING COMPANY PLC,250,2016-10-10,82.6,12189,34,1008486.5,83.9,82.5,0.4,0.4866180048661800486618,01/JAN/1982,82.6,82.2,39251520000,83.0
137,LPRT.N0000,LAKE HOUSE PRINTERS AND PUBLISHERS PLC,1,2016-10-10,130,1,1,115.0,115.0,115.0,0,0,01/JAN/1975,130.0,130.0,381841850,115.0
443,LVEN.N0000,LANKA VENTURES PLC,5000,2016-10-10,46,5000,1,230000.0,46.0,46.0,0.1,0.2178649237472766884531,08/JUN/1995,46.0,45.9,2300000000,46.0
67,LWL.N0000,LANKA WALLTILES PLC,500,2016-10-10,106,753,5,79819.9,107.9,106.0,0,0,13/JUN/1994,106.0,106.0,5787600000,107.9
