,,,,,,,,,,,,,-1.209677419354838709677
,AITKEN SPENCE HOTEL HOLDINGS PLC,,AHUN.N0000,,49.0,,4,,4700,,-0.6,,
,,,,,,,,,,,,,-1.411290322580645161290
,AITKEN SPENCE HOTEL HOLDINGS PLC,,AHUN.N0000,,48.9,,1,,355,,-0.7,,
,,,,,,,,,,,,,-1.612903225806451612903
,AITKEN SPENCE HOTEL HOLDINGS PLC,,AHUN.N0000,,48.8,,1,,10,,-0.8,,
,,,,,,,,,,,,,0
,AITKEN SPENCE PLC,,SPEN.N0000,,71.1,,3,,495,,0,,
,,,,,,,,,,,,,-0.140646976090014064697
,AITKEN SPENCE PLC,,SPEN.N0000,,71.0,,2,,85,,-0.1,,
,,,,,,,,,,,,,-0.675024108003857280617
,ALLIANCE FINANCE COMPANY PLC,,ALLI.N0000,,1030.0,,8,,700,,-7,,
,,,,,,,,,,,,,2.8824833702882483370288
,ALUFAB PLC,,ALUF.N0000,,46.4,,1,,897,,1.3,,
,,,,,,,,,,,,,2.4390243902439024390243
,ALUFAB PLC,,ALUF.N0000,,46.2,,1,,100,,1.1,,
,,,,,,,,,,,,,2.2172949002217294900221
,ALUFAB PLC,,ALUF.N0000,,46.1,,5,,10500,,1,,
,,,,,,,,,,,,,1.9955654101995565410199
,ALUFAB PLC,,ALUF.N0000,,46.0,,1,,1000,,0.9,,
,,,,,,,,,,,,,0
,ALUFAB PLC,,ALUF.N0000,,45.1,,2,,102,,0,,
,,,,,,,,,,,,,-0.221729490022172949002
,ALUFAB PLC,,ALUF.N0000,,45.0,,2,,201,,-0.1,,
,,,,,,,,,,,,,-0.443458980044345898004
,ALUFAB PLC,,ALUF.N0000,,44.9,,1,,545,,-0.2,,
,,,,,,,,,,,,,-0.665188470066518847006
,ALUFAB PLC,,ALUF.N0000,,44.8,,4,,504,,-0.3,,
,,,,,,,,,,,,,-0.886917960088691796008
,ALUFAB PLC,,ALUF.N0000,,44.7,,1,,6,,-0.4,,
,,,,,,,,,,,,,-1.108647450110864745011
,ALUFAB PLC,,ALUF.N0000,,44.6,,2,,1300,,-0.5,,
,,,,,,,,,,,,,0.4830917874396135265700
,ALUMEX PLC,,ALUM.N0000,,20.8,,3,,1605,,0.1,,
,,,,,,,,,,,,,0
,ALUMEX PLC,,ALUM.N0000,,20.7,,1,,5000,,0,,
,,,,,,,,,,,,,-0.966183574879227053140
,ALUMEX PLC,,ALUM.N0000,,20.5,,29,,38210,,-0.2,,
,,,,,,,,,,,,,-1.449275362318840579710
,ALUMEX PLC,,ALUM.N0000,,20.4,,23,,67885,,-0.3,,
,,,,,,,,,,,,,-1.932367149758454106280
,ALUMEX PLC,,ALUM.N0000,,20.3,,10,,12500,,-0.4,,
,,,,,,,,,,,,,0
,AMANA BANK PLC,,ABL.N0000,,4.0,,6,,36554,,0,,
,,,,,,,,,,,,,-2.5
,AMANA BANK PLC,,ABL.N0000,,3.9,,1,,100,,-0.1,,
,,,,,,,,,,,,,0
,AMANA TAKAFUL  PLC,,ATL.N0000,,0.9,,7,,3974,,0,,
,,,,,,,,,,,,,-11.11111111111111111111
,AMANA TAKAFUL  PLC,,ATL.N0000,,0.8,,2,,17852,,-0.1,,
,,,,,,,,,,,,,4.3219076005961251862891
,AMAYA LEISURE  PLC,,CONN.N0000,,70.0,,3,,60,,2.9,,
,,,,,,,,,,,,,1.4903129657228017883755
,AMAYA LEISURE  PLC,,CONN.N0000,,68.1,,1,,1,,1,,
,,,,,,,,,,,,,0
,ANILANA HOTELS AND PROPERTIES PLC,,ALHP.N0000,,2.0,,19,,243651,,0,,
,,,,,,,,,,,,,-5
,ANILANA HOTELS AND PROPERTIES PLC,,ALHP.N0000,,1.9,,6,,101000,,-0.1,,
,,,,,,,,,,,,,0
,ARPICO FINANCE COMPANY PLC,,ARPI.N0000,,176.0,,7,,169,,0,,
,,,,,,,,,,,,,-0.454545454545454545454
,ARPICO FINANCE COMPANY PLC,,ARPI.N0000,,175.2,,1,,500,,-0.8,,
,,,,,,,,,,,,,-3.90625
,ARPICO INSURANCE PLC,,AINS.N0000,,12.3,,2,,215,,-0.5,,
,,,,,,,,,,,,,0.2941176470588235294117
,ASCOT HOLDINGS  PLC,,ASCO.N0000,,34.1,,1,,1,,0.1,,
,,,,,,,,,,,,,0
,ASCOT HOLDINGS  PLC,,ASCO.N0000,,34.0,,2,,103,,0,,
,,,,,,,,,,,,,-2.647058823529411764705
,ASCOT HOLDINGS  PLC,,ASCO.N0000,,33.1,,1,,100,,-0.9,,
,,,,,,,,,,,,,-2.941176470588235294117
,ASCOT HOLDINGS  PLC,,ASCO.N0000,,33.0,,2,,1900,,-1,,
,,,,,,,,,,,,,0
,ASIA ASSET FINANCE PLC,,AAF.N0000,,1.6,,22,,1797227,,0,,
,,,,,,,,,,,,,4.1666666666666666666666
,ASIA SIYAKA COMMODITIES PLC,,ASIY.N0000,,2.5,,3,,314,,0.1,,
,,,,,,,,,,,,,0
,ASIA SIYAKA COMMODITIES PLC,,ASIY.N0000,,2.4,,2,,29250,,0,,
,,,,,,,,,,,,,-1.298701298701298701298
,ASIAN ALLIANCE INSURANCE PLC,,AAIC.N0000,,22.8,,4,,100100,,-0.3,,
,,,,,,,,,,,,,-1.731601731601731601731
,ASIAN ALLIANCE INSURANCE PLC,,AAIC.N0000,,22.7,,5,,1224,,-0.4,,
,,,,,,,,,,,,,-3.030303030303030303030
,ASIAN ALLIANCE INSURANCE PLC,,AAIC.N0000,,22.4,,1,,10,,-0.7,,
,,,,,,,,,,,,,-3.896103896103896103896
,ASIAN ALLIANCE INSURANCE PLC,,AAIC.N0000,,22.2,,1,,500,,-0.9,,
,,,,,,,,,,,,,-4.761904761904761904761
,ASIAN ALLIANCE INSURANCE PLC,,AAIC.N0000,,22.0,,4,,291,,-1.1,,
,,,,,,,,,,,,,0
,ASIAN HOTELS & PROPERTIES PLC,,AHPL.N0000,,60.0,,4,,3171,,0,,
,,,,,,,,,,,,,0
,ASIRI  SURGICAL HOSPITAL PLC,,AMSL.N0000,,13.0,,2,,500,,0,,
,,,,,,,,,,,,,-1.538461538461538461538
,ASIRI  SURGICAL HOSPITAL PLC,,AMSL.N0000,,12.8,,1,,1,,-0.2,,
,,,,,,,,,,,,,2.0477815699658703071672
,ASIRI HOSPITAL HOLDINGS PLC,,ASIR.N0000,,29.9,,1,,10,,0.6,,
,,,,,,,,,,,,,-0.682593856655290102389
,ASIRI HOSPITAL HOLDINGS PLC,,ASIR.N0000,,29.1,,1,,1000,,-0.2,,
,,,,,,,,,,,,,-0.418628990057561486132
,BAIRAHA FARMS PLC,,BFL.N0000,,190.3,,1,,100,,-0.8,,
,,,,,,,,,,,,,-0.523286237571951857666
,BAIRAHA FARMS PLC,,BFL.N0000,,190.1,,2,,1500,,-1,,
,,,,,,,,,,,,,-0.575614861329147043432
,BAIRAHA FARMS PLC,,BFL.N0000,,190.0,,4,,2601,,-1.1,,
,,,,,,,,,,,,,-0.627943485086342229199
,BAIRAHA FARMS PLC,,BFL.N0000,,189.9,,1,,100,,-1.2,,
,,,,,,,,,,,,,-0.680272108843537414965
,BAIRAHA FARMS PLC,,BFL.N0000,,189.8,,1,,100,,-1.3,,
,,,,,,,,,,,,,-1.360544217687074829931
,BAIRAHA FARMS PLC,,BFL.N0000,,188.5,,1,,50,,-2.6,,
,,,,,,,,,,,,,-1.412872841444270015698
,BAIRAHA FARMS PLC,,BFL.N0000,,188.4,,3,,2000,,-2.7,,
,,,,,,,,,,,,,-1.465201465201465201465
,BAIRAHA FARMS PLC,,BFL.N0000,,188.3,,6,,9497,,-2.8,,
,,,,,,,,,,,,,-1.622187336473050758765
,BAIRAHA FARMS PLC,,BFL.N0000,,188.0,,9,,7464,,-3.1,,
,,,,,,,,,,,,,3.5714285714285714285714
,BALANGODA PLANTATIONS PLC,,BALA.N0000,,14.5,,1,,139,,0.5,,
,,,,,,,,,,,,,2.1428571428571428571428
,BALANGODA PLANTATIONS PLC,,BALA.N0000,,14.3,,1,,30,,0.3,,
,,,,,,,,,,,,,0
,BALANGODA PLANTATIONS PLC,,BALA.N0000,,14.0,,8,,2100,,0,,
,,,,,,,,,,,,,-0.714285714285714285714
,BALANGODA PLANTATIONS PLC,,BALA.N0000,,13.9,,3,,1100,,-0.1,,
,,,,,,,,,,,,,0
,BERUWALA RESORTS PLC,,BERU.N0000,,1.3,,3,,20040,,0,,
,,,,,,,,,,,,,0
,BIMPUTH FINANCE PLC,,BLI.N0000,,63.0,,6,,4055,,0,,
,,,,,,,,,,,,,-0.317460317460317460317
,BIMPUTH FINANCE PLC,,BLI.N0000,,62.8,,1,,620,,-0.2,,
,,,,,,,,,,,,,-0.793650793650793650793
,BIMPUTH FINANCE PLC,,BLI.N0000,,62.5,,3,,1050,,-0.5,,
,,,,,,,,,,,,,-0.952380952380952380952
,BIMPUTH FINANCE PLC,,BLI.N0000,,62.4,,4,,1000,,-0.6,,
,,,,,,,,,,,,,-4.761904761904761904761
,BIMPUTH FINANCE PLC,,BLI.N0000,,60.0,,2,,61,,-3,,
,,,,,,,,,,,,,-5.079365079365079365079
,BIMPUTH FINANCE PLC,,BLI.N0000,,59.8,,2,,139,,-3.2,,
,,,,,,,,,,,,,0
,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,,BLUE.N0000,,2.1,,17,,369869,,0,,
,,,,,,,,,,,,,0
,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,,BLUE.X0000,,0.6,,20,,196937,,0,,
,,,,,,,,,,,,,3.5502958579881656804733
,BOGALA GRAPHITE LANKA PLC,,BOGA.N0000,,17.5,,6,,2005,,0.6,,
,,,,,,,,,,,,,2.9585798816568047337278
,BOGALA GRAPHITE LANKA PLC,,BOGA.N0000,,17.4,,26,,18406,,0.5,,
,,,,,,,,,,,,,2.3668639053254437869822
,BOGALA GRAPHITE LANKA PLC,,BOGA.N0000,,17.3,,11,,4527,,0.4,,
,,,,,,,,,,,,,1.7751479289940828402366
,BOGALA GRAPHITE LANKA PLC,,BOGA.N0000,,17.2,,16,,19274,,0.3,,
,,,,,,,,,,,,,1.1834319526627218934911
,BOGALA GRAPHITE LANKA PLC,,BOGA.N0000,,17.1,,43,,28415,,0.2,,
,,,,,,,,,,,,,0.5917159763313609467455
,BOGALA GRAPHITE LANKA PLC,,BOGA.N0000,,17.0,,32,,70976,,0.1,,
,,,,,,,,,,,,,0
,BROWN & COMPANY PLC,,BRWN.N0000,,91.5,,1,,4,,0,,
,,,,,,,,,,,,,-0.546448087431693989071
,BROWN & COMPANY PLC,,BRWN.N0000,,91.0,,3,,315,,-0.5,,
,,,,,,,,,,,,,-1.2
,BROWNS BEACH HOTELS PLC,,BBH.N0000,,24.7,,2,,100,,-0.3,,
,,,,,,,,,,,,,-1.6
,BROWNS BEACH HOTELS PLC,,BBH.N0000,,24.6,,1,,1000,,-0.4,,
,,,,,,,,,,,,,-2
,BROWNS BEACH HOTELS PLC,,BBH.N0000,,24.5,,5,,10684,,-0.5,,
,,,,,,,,,,,,,8.3333333333333333333333
,BROWNS CAPITAL PLC,,FLCH.N0000,,1.3,,1,,101,,0.1,,
,,,,,,,,,,,,,0
,BROWNS CAPITAL PLC,,FLCH.N0000,,1.2,,10,,1510200,,0,,
,,,,,,,,,,,,,0
,BROWNS HYDRO POWER PLC,,HPFL.N0000,,6.8,,5,,4500,,0,,
,,,,,,,,,,,,,0
,BROWNS INVESTMENTS PLC,,BIL.N0000,,1.4,,4,,3600,,0,,
,,,,,,,,,,,,,0.0377500943752359380898
,BUKIT DARAH PLC,,BUKI.N0000,,265.0,,1,,8,,0.1,,
,,,,,,,,,,,,,-0.717251793129482823707
,BUKIT DARAH PLC,,BUKI.N0000,,263.0,,1,,2,,-1.9,,
,,,,,,,,,,,,,-0.981502453756134390335
,BUKIT DARAH PLC,,BUKI.N0000,,262.3,,1,,10,,-2.6,,
,,,,,,,,,,,,,-1.019252548131370328425
,BUKIT DARAH PLC,,BUKI.N0000,,262.2,,3,,15,,-2.7,,
,,,,,,,,,,,,,-1.057002642506606266515
,BUKIT DARAH PLC,,BUKI.N0000,,262.1,,1,,5,,-2.8,,
,,,,,,,,,,,,,-1.094752736881842204605
,BUKIT DARAH PLC,,BUKI.N0000,,262.0,,1,,1,,-2.9,,
,,,,,,,,,,,,,-1.472253680634201585503
,BUKIT DARAH PLC,,BUKI.N0000,,261.0,,1,,100,,-3.9,,
,,,,,,,,,,,,,-1.774254435636089090222
,BUKIT DARAH PLC,,BUKI.N0000,,260.2,,1,,75,,-4.7,,
,,,,,,,,,,,,,-1.849754624386560966402
,BUKIT DARAH PLC,,BUKI.N0000,,260.0,,5,,1896,,-4.9,,
,,,,,,,,,,,,,0
,C M HOLDINGS PLC,,COLO.N0000,,93.5,,1,,949,,0,,
,,,,,,,,,,,,,-0.427807486631016042780
,C M HOLDINGS PLC,,COLO.N0000,,93.1,,1,,20,,-0.4,,
,,,,,,,,,,,,,-0.534759358288770053475
,C M HOLDINGS PLC,,COLO.N0000,,93.0,,1,,26,,-0.5,,
,,,,,,,,,,,,,-0.748663101604278074866
,C M HOLDINGS PLC,,COLO.N0000,,92.8,,1,,954,,-0.7,,
,,,,,,,,,,,,,-0.8
,C T HOLDINGS PLC,,CTHR.N0000,,124.0,,3,,220,,-1,,
,,,,,,,,,,,,,0.3616636528028933092224
,C T LAND DEVELOPMENT PLC,,CTLD.N0000,,55.5,,1,,2,,0.2,,
,,,,,,,,,,,,,-0.542495479204339963833
,C T LAND DEVELOPMENT PLC,,CTLD.N0000,,55.0,,1,,500,,-0.3,,
,,,,,,,,,,,,,-1.446654611211573236889
,C T LAND DEVELOPMENT PLC,,CTLD.N0000,,54.5,,1,,1,,-0.8,,
,,,,,,,,,,,,,-1.481481481481481481481
,C. W. MACKIE PLC,,CWM.N0000,,53.2,,3,,600,,-0.8,,
,,,,,,,,,,,,,-1.25
,CARGILLS (CEYLON) PLC,,CARG.N0000,,181.7,,1,,25,,-2.3,,
,,,,,,,,,,,,,-2.020202020202020202020
,CARGO BOAT DEVELOPMENT COMPANY PLC,,CABO.N0000,,97.0,,1,,100,,-2,,
,,,,,,,,,,,,,-2.929292929292929292929
,CARGO BOAT DEVELOPMENT COMPANY PLC,,CABO.N0000,,96.1,,1,,200,,-2.9,,
,,,,,,,,,,,,,-3.030303030303030303030
,CARGO BOAT DEVELOPMENT COMPANY PLC,,CABO.N0000,,96.0,,2,,350,,-3,,
,,,,,,,,,,,,,-4.040404040404040404040
,CARGO BOAT DEVELOPMENT COMPANY PLC,,CABO.N0000,,95.0,,1,,1000,,-4,,
,,,,,,,,,,,,,0.7543103448275862068965
,CARSON CUMBERBATCH PLC,,CARS.N0000,,187.0,,1,,25,,1.4,,
,,,,,,,,,,,,,0
,CENTRAL FINANCE COMPANY PLC,,CFIN.N0000,,113.0,,2,,800,,0,,
,,,,,,,,,,,,,-0.353982300884955752212
,CENTRAL FINANCE COMPANY PLC,,CFIN.N0000,,112.6,,4,,4010,,-0.4,,
,,,,,,,,,,,,,-0.442477876106194690265
,CENTRAL FINANCE COMPANY PLC,,CFIN.N0000,,112.5,,4,,20475,,-0.5,,
,,,,,,,,,,,,,1.8691588785046728971962
,CENTRAL INDUSTRIES PLC,,CIND.N0000,,54.5,,4,,6700,,1,,
,,,,,,,,,,,,,1.6822429906542056074766
,CENTRAL INDUSTRIES PLC,,CIND.N0000,,54.4,,20,,7091,,0.9,,
,,,,,,,,,,,,,0.9345794392523364485981
,CENTRAL INDUSTRIES PLC,,CIND.N0000,,54.0,,2,,120,,0.5,,
,,,,,,,,,,,,,0.1869158878504672897196
,CENTRAL INDUSTRIES PLC,,CIND.N0000,,53.6,,1,,100,,0.1,,
,,,,,,,,,,,,,0
,CENTRAL INVESTMENTS & FINANCE PLC,,CIFL.N0000,,1.7,,9,,28081,,0,,
,,,,,,,,,,,,,0
,CEYLON & FOREIGN TRADES PLC,,CFT.N0000,,6.5,,1,,1,,0,,
,,,,,,,,,,,,,2.3836186210206366981282
,CEYLON COLD STORES PLC,,CCS.N0000,,640.0,,1,,1,,14.9,,
,,,,,,,,,,,,,2.3676211806111022236442
,CEYLON COLD STORES PLC,,CCS.N0000,,639.9,,1,,15,,14.8,,
,,,,,,,,,,,,,1.4237721964485682290833
,CEYLON COLD STORES PLC,,CCS.N0000,,634.0,,1,,1,,8.9,,
,,,,,,,,,,,,,1.2637977923532234842425
,CEYLON COLD STORES PLC,,CCS.N0000,,633.0,,3,,100,,7.9,,
,,,,,,,,,,,,,-0.815869460886258198688
,CEYLON COLD STORES PLC,,CCS.N0000,,620.0,,1,,10000,,-5.1,,
,,,,,,,,,,,,,-0.210304942166140904311
,CEYLON GRAIN ELEVATORS PLC,,GRAN.N0000,,94.9,,2,,2,,-0.2,,
,,,,,,,,,,,,,-0.315457413249211356466
,CEYLON GRAIN ELEVATORS PLC,,GRAN.N0000,,94.8,,2,,389,,-0.3,,
,,,,,,,,,,,,,-0.525762355415352260778
,CEYLON GRAIN ELEVATORS PLC,,GRAN.N0000,,94.6,,6,,2601,,-0.5,,
,,,,,,,,,,,,,-0.630914826498422712933
,CEYLON GRAIN ELEVATORS PLC,,GRAN.N0000,,94.5,,29,,26322,,-0.6,,
,,,,,,,,,,,,,-0.736067297581493165089
,CEYLON GRAIN ELEVATORS PLC,,GRAN.N0000,,94.4,,4,,1602,,-0.7,,
,,,,,,,,,,,,,-0.841219768664563617245
,CEYLON GRAIN ELEVATORS PLC,,GRAN.N0000,,94.3,,10,,4289,,-0.8,,
,,,,,,,,,,,,,-0.946372239747634069400
,CEYLON GRAIN ELEVATORS PLC,,GRAN.N0000,,94.2,,6,,25245,,-0.9,,
,,,,,,,,,,,,,-1.051524710830704521556
,CEYLON GRAIN ELEVATORS PLC,,GRAN.N0000,,94.1,,22,,15577,,-1,,
,,,,,,,,,,,,,-1.156677181913774973711
,CEYLON GRAIN ELEVATORS PLC,,GRAN.N0000,,94.0,,17,,9000,,-1.1,,
,,,,,,,,,,,,,-0.793650793650793650793
,CEYLON GUARDIAN INVESTMENT TRUST PLC,,GUAR.N0000,,125.0,,1,,13,,-1,,
,,,,,,,,,,,,,0
,CEYLON HOSPITALS PLC (DURDANS),,CHL.N0000,,100.0,,1,,177,,0,,
,,,,,,,,,,,,,0
,CEYLON HOTELS CORPORATION PLC,,CHOT.N0000,,22.7,,2,,1000,,0,,
,,,,,,,,,,,,,1.4760147601476014760147
,CEYLON INVESTMENT PLC,,CINV.N0000,,55.0,,2,,55,,0.8,,
,,,,,,,,,,,,,-0.184501845018450184501
,CEYLON INVESTMENT PLC,,CINV.N0000,,54.1,,1,,3280,,-0.1,,
,,,,,,,,,,,,,-0.369003690036900369003
,CEYLON INVESTMENT PLC,,CINV.N0000,,54.0,,8,,28299,,-0.2,,
,,,,,,,,,,,,,0.9100455022751137556877
,CEYLON TOBACCO COMPANY PLC,,CTC.N0000,,864.9,,1,,15,,7.8,,
,,,,,,,,,,,,,-0.233345000583362501458
,CEYLON TOBACCO COMPANY PLC,,CTC.N0000,,855.1,,6,,25,,-2,,
,,,,,,,,,,,,,-0.245012250612530626531
,CEYLON TOBACCO COMPANY PLC,,CTC.N0000,,855.0,,2,,11,,-2.1,,
,,,,,,,,,,,,,-0.781705751954264379885
,CEYLON TOBACCO COMPANY PLC,,CTC.N0000,,850.4,,1,,20,,-6.7,,
,,,,,,,,,,,,,-0.793373001983432504958
,CEYLON TOBACCO COMPANY PLC,,CTC.N0000,,850.3,,1,,2,,-6.8,,
,,,,,,,,,,,,,-0.805040252012600630031
,CEYLON TOBACCO COMPANY PLC,,CTC.N0000,,850.2,,1,,25,,-6.9,,
,,,,,,,,,,,,,-0.816707502041768755104
,CEYLON TOBACCO COMPANY PLC,,CTC.N0000,,850.1,,2,,110,,-7,,
,,,,,,,,,,,,,-0.828374752070936880177
,CEYLON TOBACCO COMPANY PLC,,CTC.N0000,,850.0,,6,,667,,-7.1,,
,,,,,,,,,,,,,-0.311526479750778816199
,CHEMANEX PLC,,CHMX.N0000,,64.0,,1,,2,,-0.2,,
,,,,,,,,,,,,,0.2359882005899705014749
,CHEVRON LUBRICANTS LANKA PLC,,LLUB.N0000,,169.9,,1,,1,,0.4,,
,,,,,,,,,,,,,0.1769911504424778761061
,CHEVRON LUBRICANTS LANKA PLC,,LLUB.N0000,,169.8,,1,,1,,0.3,,
,,,,,,,,,,,,,0
,CHEVRON LUBRICANTS LANKA PLC,,LLUB.N0000,,169.5,,7,,4165,,0,,
,,,,,,,,,,,,,-0.058997050147492625368
,CHEVRON LUBRICANTS LANKA PLC,,LLUB.N0000,,169.4,,5,,2044,,-0.1,,
,,,,,,,,,,,,,-0.117994100294985250737
,CHEVRON LUBRICANTS LANKA PLC,,LLUB.N0000,,169.3,,2,,2490,,-0.2,,
,,,,,,,,,,,,,-0.235988200589970501474
,CHEVRON LUBRICANTS LANKA PLC,,LLUB.N0000,,169.1,,2,,6,,-0.4,,
,,,,,,,,,,,,,-0.294985250737463126843
,CHEVRON LUBRICANTS LANKA PLC,,LLUB.N0000,,169.0,,5,,20250,,-0.5,,
,,,,,,,,,,,,,-0.971817298347910592808
,CIC HOLDINGS PLC,,CIC.N0000,,101.9,,1,,4725,,-1,,
,,,,,,,,,,,,,-2.405063291139240506329
,CIC HOLDINGS PLC,,CIC.X0000,,77.1,,1,,1809,,-1.9,,
,,,,,,,,,,,,,0.1351351351351351351351
,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,,CDB.X0000,,74.1,,4,,877,,0.1,,
,,,,,,,,,,,,,0
,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,,CDB.X0000,,74.0,,3,,1136,,0,,
,,,,,,,,,,,,,-0.625
,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,,CDB.N0000,,79.5,,1,,500,,-0.5,,
,,,,,,,,,,,,,-1.25
,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,,CDB.N0000,,79.0,,2,,900,,-1,,
,,,,,,,,,,,,,3.3333333333333333333333
,CITRUS LEISURE  PLC,,REEF.N0000,,12.4,,1,,110,,0.4,,
,,,,,,,,,,,,,2.5
,CITRUS LEISURE  PLC,,REEF.N0000,,12.3,,5,,5,,0.3,,
,,,,,,,,,,,,,1.6666666666666666666666
,CITRUS LEISURE  PLC,,REEF.N0000,,12.2,,1,,75,,0.2,,
,,,,,,,,,,,,,0
,CITRUS LEISURE  PLC,,REEF.N0000,,12.0,,3,,2400,,0,,
,,,,,,,,,,,,,-1.666666666666666666666
,CITRUS LEISURE  PLC,,REEF.N0000,,11.8,,1,,100,,-0.2,,
,,,,,,,,,,,,,4.3478260869565217391304
,CITY HOUSING & REAL ESTATE CO. PLC,,CHOU.N0000,,9.6,,3,,5000,,0.4,,
,,,,,,,,,,,,,3.2608695652173913043478
,CITY HOUSING & REAL ESTATE CO. PLC,,CHOU.N0000,,9.5,,9,,11421,,0.3,,
,,,,,,,,,,,,,2.1739130434782608695652
,CITY HOUSING & REAL ESTATE CO. PLC,,CHOU.N0000,,9.4,,2,,1050,,0.2,,
,,,,,,,,,,,,,1.0869565217391304347826
,CITY HOUSING & REAL ESTATE CO. PLC,,CHOU.N0000,,9.3,,13,,27316,,0.1,,
,,,,,,,,,,,,,-0.579536370903277378097
,COLOMBO CITY HOLDINGS PLC,,PHAR.N0000,,995.0,,1,,1,,-5.8,,
,,,,,,,,,,,,,0
,COLOMBO DOCKYARD PLC,,DOCK.N0000,,88.0,,2,,100,,0,,
,,,,,,,,,,,,,-0.909090909090909090909
,COLOMBO DOCKYARD PLC,,DOCK.N0000,,87.2,,2,,277,,-0.8,,
,,,,,,,,,,,,,-1.022727272727272727272
,COLOMBO DOCKYARD PLC,,DOCK.N0000,,87.1,,1,,5,,-0.9,,
,,,,,,,,,,,,,-1.136363636363636363636
,COLOMBO DOCKYARD PLC,,DOCK.N0000,,87.0,,3,,1018,,-1,,
,,,,,,,,,,,,,0
,COLOMBO FORT INVESTMENTS PLC,,CFI.N0000,,80.0,,4,,10000,,0,,
,,,,,,,,,,,,,1.6393442622950819672131
,COLOMBO LAND & DEVELOPMENT COMPANY PLC,,CLND.N0000,,31.0,,1,,36,,0.5,,
,,,,,,,,,,,,,1.3114754098360655737704
,COLOMBO LAND & DEVELOPMENT COMPANY PLC,,CLND.N0000,,30.9,,1,,64,,0.4,,
,,,,,,,,,,,,,0.9836065573770491803278
,COLOMBO LAND & DEVELOPMENT COMPANY PLC,,CLND.N0000,,30.8,,2,,600,,0.3,,
,,,,,,,,,,,,,0
,COLOMBO LAND & DEVELOPMENT COMPANY PLC,,CLND.N0000,,30.5,,1,,500,,0,,
